"State","County","Hospital Type","Hospital","Licensed Beds","Staffed Beds","ICU Beds","Bed Utilization"
"Texas","Angelina","Long Term Acute Care Hospital","PAM Specialty Hospital of Lufkin (FKA Health Memorial Specialty Hospital at CHI St Lukes Health)",26,26,4,0.7723
"Virginia","Lynchburg","Short Term Acute Care Hospital","Centra Lynchburg General Hospital",534,358,37,0.7719
"Nevada","Clark","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Desert Canyon (FKA Healthsouth Desert Canyon Rehabilitation Hospital)",50,50,0,0.7718
"Missouri","Jackson","Short Term Acute Care Hospital","Truman Medical Center Hospital Hill (FKA Truman Medical Center Health Sciences District)",199,238,41,0.7715
"New York","Queens","Short Term Acute Care Hospital","NYC Health and Hospitals - Queens (FKA Queens Hospital Center)",269,200,16,0.7715
"Michigan","Oakland","Psychiatric Hospital","Havenwyck Hospital",213,213,0,0.7713
"New Jersey","Bergen","Short Term Acute Care Hospital","The Valley Hospital (AKA Valley Health System)",446,388,14,0.7711
"New York","Bronx","Short Term Acute Care Hospital","NYC Health and Hospitals - Jacobi (FKA Jacobi Medical Center)",457,326,40,0.771
"Nevada","Clark","Short Term Acute Care Hospital","Henderson Hospital",170,165,16,0.7709
"Michigan","Kent","Psychiatric Hospital","Pine Rest Christian Hospital",198,198,0,0.7708
"Alabama","Houston","Short Term Acute Care Hospital","Southeast Health (FKA Southeast Alabama Medical Center)",420,342,40,0.7707
"Ohio","Clark","Psychiatric Hospital","Mental Health Services for Clark County",16,16,0,0.7703
"California","San Diego","Long Term Acute Care Hospital","Kindred Hospital - San Diego",70,70,8,0.77
"Indiana","Lake","Long Term Acute Care Hospital","Vibra Hospital of Northwestern Indiana",40,40,7,0.7699
"Pennsylvania","Dauphin","Psychiatric Hospital","Pennsylvania Psychiatric Institute",89,89,0,0.7697
"Illinois","Peoria","Short Term Acute Care Hospital","OSF Saint Francis Medical Center",629,629,67,0.7696
"Florida","Miami-Dade","Psychiatric Hospital","Southern Winds Hospital",72,72,0,0.7695
"Indiana","Warrick","Rehabilitation Hospital","Encompass Health Deaconess Rehabilitation Hospital (FKA Healthsouth Deaconess Rehab)",98,98,0,0.7694
"Florida","Pasco","Short Term Acute Care Hospital","Morton Plant North Bay Hospital",150,192,22,0.7692
"Texas","Jefferson","Long Term Acute Care Hospital","CHRISTUS DUBUIS Hospital of Beaumont",33,33,6,0.7692
"New York","Westchester","Short Term Acute Care Hospital","White Plains Hospital",292,292,8,0.769
"Arizona","Pima","Psychiatric Hospital","Palo Verde Behavioral Health",84,84,0,0.7687
"Illinois","Cook","Short Term Acute Care Hospital","Rush University Medical Center",715,576,56,0.7683
"Oregon","Multnomah","Short Term Acute Care Hospital","Providence Portland Medical Center",483,368,36,0.7682
"Maryland","Charles","Short Term Acute Care Hospital","University of Maryland Charles Regional Medical Center (FKA Civista Medical Center)",99,93,10,0.7677
"California","San Diego","Psychiatric Hospital","Sharp Mesa Vista Hospital",159,158,0,0.7676
"Minnesota","Hennepin","Short Term Acute Care Hospital","M Health Fairview University of Minnesota Medical Center - West Bank Hospital",1700,778,48,0.7676
"Virginia","Petersburg","Psychiatric Hospital","Poplar Springs Hospital",208,95,0,0.7674
"Florida","Duval","Short Term Acute Care Hospital","Mayo Clinic Hospital - Florida",304,304,54,0.7672
"Tennessee","Davidson","Short Term Acute Care Hospital","TriStar Summit Medical Center",196,188,12,0.7666
"Georgia","Gwinnett","Short Term Acute Care Hospital","Northside Hospital Gwinnett (FKA Gwinnett Medical Center - Lawrenceville)",353,462,46,0.7664
"Illinois","Cook","Short Term Acute Care Hospital","Northwestern Memorial Hospital",894,879,106,0.7664
"New York","New York City","Short Term Acute Care Hospital","Tisch Hospital",844,725,212,0.7662
"Texas","Harris","Short Term Acute Care Hospital","CHI St Lukes Health - Patients Medical Center",61,61,8,0.7661
"Florida","Lee","Short Term Acute Care Hospital","Gulf Coast Medical Center",647,356,36,0.7658
"New York","Erie","Short Term Acute Care Hospital","Buffalo General Medical Center (FKA Buffalo General Hospital)",484,377,101,0.7656
"Arizona","Coconino","Psychiatric Hospital","The Guidance Center Inpatient Office",16,16,0,0.7654
"New Jersey","Atlantic","Rehabilitation Hospital","Bacharach Institute for Rehabilitation",80,52,0,0.7654
"Texas","Brazoria","Short Term Acute Care Hospital","HCA Houston Healthcare Pearland (FKA Pearland Medical Center)",53,49,8,0.7654
"Colorado","Arapahoe","Short Term Acute Care Hospital","Swedish Medical Center",408,327,58,0.7645
"Kentucky","Jefferson","Short Term Acute Care Hospital","UofL Hospital (AKA University of Louisville Hospital)",404,348,72,0.7645
"Massachusetts","Essex","Long Term Acute Care Hospital","Whittier Rehabilitation Hospital - Bradford",60,60,9,0.7645
"Indiana","Elkhart","Psychiatric Hospital","Oaklawn Psychiatric Center",16,16,0,0.7643
"Pennsylvania","York","Short Term Acute Care Hospital","WellSpan York Hospital",585,522,60,0.7643
"Montana","Wheatland","Critical Access Hospital","Wheatland Memorial Healthcare",25,25,4,0.7641
"New Mexico","Bernalillo","Rehabilitation Hospital","Lovelace UNM Rehabilitation Hospital (FKA Lovelace Rehabilitation Hospital)",62,62,0,0.764
"Texas","Harris","Psychiatric Hospital","Behavioral Hospital of Bellaire",122,122,0,0.764
"New York","Bronx","Short Term Acute Care Hospital","NYC Health and Hospitals - Lincoln (FKA Lincoln Medical & Mental Health Center)",362,287,38,0.7638
"New York","New York City","Short Term Acute Care Hospital","Mount Sinai Beth Israel (FKA Mount Sinai Beth Israel Medical Center Brooklyn Hospital Center)",696,466,28,0.7636
"Minnesota","Ramsey","Short Term Acute Care Hospital","United Hospital",546,326,21,0.7635
"Georgia","Peach","Critical Access Hospital","Medical Center of Peach County",25,25,4,0.7634
"Texas","Bexar","Short Term Acute Care Hospital","Methodist Hospital - Stone Oak",242,227,28,0.7633
"North Carolina","Wake","Short Term Acute Care Hospital","Duke Raleigh Hospital",186,175,42,0.7632
"New York","Nassau","Short Term Acute Care Hospital","St Francis Hospital & Heart Center (AKA St Francis Hospital - The Heart Center)",364,364,57,0.7631
"Arkansas","Pulaski","Short Term Acute Care Hospital","University of Arkansas for Medical Sciences Medical Center (AKA UAMS)",450,450,28,0.7629
"Minnesota","Pennington","Critical Access Hospital","Sanford Thief River Falls Medical Center",26,25,4,0.7628
"Pennsylvania","Montgomery","Short Term Acute Care Hospital","Valley Forge Medical Center and Hospital",50,50,9,0.7628
"Texas","Galveston","Psychiatric Hospital","Devereux Advanced Behavioral Health - Texas League City",132,132,0,0.7626
"North Carolina","Wake","Short Term Acute Care Hospital","WakeMed Raleigh Campus",739,596,21,0.7625
"Florida","Broward","Short Term Acute Care Hospital","Cleveland Clinic Florida",206,230,48,0.7624
"Illinois","Cook","Psychiatric Hospital","Chicago Read Mental Health Center",24,24,0,0.7623
"Maryland","Baltimore City","Childrens Hospital","Kennedy Krieger Institute",31,50,19,0.7623
"Texas","Taylor","Long Term Acute Care Hospital","ContinueCARE Hospital at Hendrick Medical Center (FKA Hendrick Center for Extended Care)",23,19,5,0.7622
"Tennessee","Knox","Long Term Acute Care Hospital","Select Specialty Hospital - Knoxville",35,35,5,0.7619
"West Virginia","Kanawha","Psychiatric Hospital","Highland Hospital (FKA Highland - Charleston Hospital)",104,104,0,0.7619
"California","Stanislaus","Short Term Acute Care Hospital","Doctors Medical Center Modesto",394,380,22,0.7615
"Texas","Harris","Childrens Hospital","Texas Childrens Hospital",809,813,252,0.7612
"Texas","Midland","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Midland Odessa (FKA HealthSouth Rehabilitation Hospital of Midland/Odessa)",80,80,0,0.7611
"Maryland","Baltimore City","Short Term Acute Care Hospital","Grace Medical Center (FKA Bon Secours Baltimore Hospital)",71,50,8,0.7609
"New Jersey","Middlesex","Short Term Acute Care Hospital","Robert Wood Johnson University Hospital New Brunswick",600,600,44,0.7609
"New Jersey","Ocean","Rehabilitation Hospital","Shore Rehabilitation Institute",40,40,0,0.7605
"Colorado","Arapahoe","Long Term Acute Care Hospital","Kindred Hospital Aurora",37,37,6,0.7604
"West Virginia","Monongalia","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Morgantown (FKA HealthSouth MountainView Regional Rehabilitation Hospital)",96,96,0,0.7603
"Texas","Collin","Short Term Acute Care Hospital","Medical City McKinney (FKA Medical Center of Mckinney)",260,157,16,0.7598
"Texas","Harris","Short Term Acute Care Hospital","Advanced Diagnostics Hospital East (FKA Victory Surgical Hospital East Houston)",4,16,1,0.7597
"Georgia","Toombs","Short Term Acute Care Hospital","Meadows Health (FKA Meadows Regional Medical Center)",57,52,8,0.7596
"Tennessee","Shelby","Psychiatric Hospital","Crestwyn Behavioral Health",80,80,0,0.7596
"Texas","Harris","Rehabilitation Hospital","TIRR Memorial Hermann (AKA TIRR Memorial Hermann Rehab Hospital)",134,134,2,0.7596
"Tennessee","Cumberland","Short Term Acute Care Hospital","Cumberland Medical Center",189,73,12,0.7593
"New York","Albany","Short Term Acute Care Hospital","St Peters Hospital",482,482,33,0.7591
"Kentucky","Warren","Psychiatric Hospital","Rivendell Behavioral Health Services - Kentucky",125,81,0,0.759
"Washington","Garfield","Critical Access Hospital","Garfield County Public Hospital (AKA Garfield Country Hospital District)",45,25,4,0.7588
"Washington","King","Childrens Hospital","Seattle Childrens Hospital",371,361,91,0.7585
"California","Fresno","Short Term Acute Care Hospital","Community Regional Medical Center",685,663,88,0.7581
"Utah","Salt Lake","Psychiatric Hospital","Marian Center at St Joseph Villa",14,12,0,0.758
"Arizona","Maricopa","Short Term Acute Care Hospital","HonorHealth Deer Valley Medical Center",204,204,36,0.7578
"Hawaii","Honolulu","Short Term Acute Care Hospital","The Queens Medical Center",535,650,58,0.7577
"California","Los Angeles","Short Term Acute Care Hospital","Martin Luther King Jr Community Hospital",131,131,20,0.7576
"Florida","Manatee","Short Term Acute Care Hospital","Manatee Memorial Hospital",295,295,35,0.7573
"Missouri","Jackson","Short Term Acute Care Hospital","Saint Lukes Hospital of Kansas City",548,442,71,0.7573
"Texas","Bell","Short Term Acute Care Hospital","Baylor Scott & White Medical Center - Temple",574,608,70,0.7566
"Texas","Williamson","Psychiatric Hospital","Rock Springs",72,72,3,0.7559
"Virginia","Suffolk","Short Term Acute Care Hospital","Sentara Obici Hospital",178,155,12,0.7559
"Massachusetts","Plymouth","Psychiatric Hospital","High Point Hospital",72,72,0,0.7558
"New York","Oneida","Short Term Acute Care Hospital","Faxton St Lukes Healthcare - St Lukes Campus",370,219,11,0.7557
"Florida","Santa Rosa","Psychiatric Hospital","West Florida Community Care Center",100,100,0,0.7553
"Georgia","Bibb","Rehabilitation Hospital","Rehabilitation Hospital Navicent Health (FKA Central Georgia Rehab Hospital)",58,58,0,0.7553
"New Jersey","Essex","Short Term Acute Care Hospital","Newark Beth Israel Medical Center",667,422,35,0.7552
"Texas","Tarrant","Rehabilitation Hospital","Texas Rehabilitation Hospital of Fort Worth",66,66,0,0.7552
"Florida","Miami-Dade","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Miami (FKA Healthsouth Rehab Hospital of Miami)",60,60,0,0.7549
"Missouri","Jackson","Childrens Hospital","Childrens Mercy Adele Hall Campus",314,314,41,0.7549
"Oklahoma","Tulsa","Psychiatric Hospital","Brookhaven Hospital",64,64,0,0.7549
"West Virginia","Cabell","Psychiatric Hospital","River Park Hospital",165,116,0,0.7548
"California","Alameda","Psychiatric Hospital","Fremont Hospital",148,148,0,0.7547
"Florida","Manatee","Psychiatric Hospital","Centerstone Bradenton (FKA Manatee Glens Hospital)",37,37,15,0.7546
"Pennsylvania","Cumberland","Short Term Acute Care Hospital","UPMC Carlisle (FKA UPMC Pinnacle Carlisle Regional Medical Center)",165,66,10,0.7544
"Texas","Dallas","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Dallas (FKA HealthSouth Rehabilitation Hospital of Dallas)",60,60,0,0.7543
"Nevada","Clark","Short Term Acute Care Hospital","Summerlin Hospital Medical Center",485,390,59,0.7542
"California","Los Angeles","Psychiatric Hospital","Tarzana Treatment Centers",60,4,0,0.7541
"Florida","Duval","Short Term Acute Care Hospital","Baptist Medical Center Jacksonville (FKA BMC Downtown)",489,439,120,0.7539
"Florida","Pinellas","Short Term Acute Care Hospital","St Anthonys Hospital",393,308,18,0.7538
"Louisiana","St. Martin","Psychiatric Hospital","Genesis Behavioral Hospital",18,18,0,0.7536
"New York","New York City","Short Term Acute Care Hospital","Mount Sinai Morningside (FKA Mount Sinai St Lukes)",495,485,57,0.7533
"Oklahoma","Woodward","Psychiatric Hospital","Northwest Center for Behavioral Health",28,24,0,0.7533
"Tennessee","Shelby","Short Term Acute Care Hospital","Methodist University Hospital",617,617,105,0.7533
"Alabama","Jefferson","Childrens Hospital","Childrens of Alabama",332,341,6,0.7531
"Missouri","Greene","Short Term Acute Care Hospital","Cox Medical Center South",646,596,74,0.753
"Texas","Harris","Psychiatric Hospital","Oceans Behavioral Hospital Katy",48,48,0,0.753
"Ohio","Franklin","Rehabilitation Hospital","OhioHealth Rehabilitation Hospital",74,74,0,0.7524
"Nevada","Clark","Short Term Acute Care Hospital","Spring Valley Hospital Medical Center",364,328,28,0.752
"Massachusetts","Norfolk","Psychiatric Hospital","Aspire Health Alliance (FKA South Shore Mental Health)",16,16,0,0.7519
"Pennsylvania","Monroe","Short Term Acute Care Hospital","St Lukes Monroe Campus",98,98,12,0.7519
"Tennessee","Davidson","Short Term Acute Care Hospital","Ascension Saint Thomas West (FKA St Thomas Hospital)",541,341,88,0.7518
"Maryland","Montgomery","Short Term Acute Care Hospital","Holy Cross Germantown Hospital",70,58,8,0.7517
"Ohio","Hamilton","Short Term Acute Care Hospital","University of Cincinnati Medical Center (FKA University Hospital)",518,518,44,0.7513
"Wisconsin","Dane","Rehabilitation Hospital","UW Health Rehabilitation Hospital",50,50,0,0.7513
"New York","Suffolk","Short Term Acute Care Hospital","St Charles Hospital",243,167,16,0.7512
"Wisconsin","Dane","Psychiatric Hospital","Mendota Mental Health Institute",394,379,0,0.7512
"Florida","Brevard","Long Term Acute Care Hospital","Kindred Hospital Melbourne",60,60,8,0.7511
"South Carolina","Lancaster","Psychiatric Hospital","Rebound Behavioral Health Hospital",63,46,0,0.7511
"Maryland","Calvert","Short Term Acute Care Hospital","CalvertHealth Medical Center (FKA Calvert Memorial Hospital)",73,41,4,0.7509
"Texas","Cameron","Rehabilitation Hospital","South Texas Rehabilitation Hospital",40,40,2,0.7505
"Tennessee","Knox","Short Term Acute Care Hospital","Parkwest Medical Center",307,354,30,0.7503
"Texas","Collin","Psychiatric Hospital","WellBridge Greater Dallas (FKA Oceans Behavioral Hospital Plano)",48,48,0,0.7502
"Ohio","Franklin","Religious Non-Medical Health Care Institution","Glenmont (Christian Science Nursing Facility)",25,25,0,0.7497
"South Carolina","Greenville","Short Term Acute Care Hospital","Greenville Memorial Hospital",864,697,58,0.7496
"Arkansas","Benton","Critical Access Hospital","Ozarks Community Hospital of Gravette (AKA Ozarks Community Health System)",25,25,4,0.7495
"Louisiana","Caddo","Short Term Acute Care Hospital","Ochsner LSU Health Shreveport - Academic Medical Center (FKA University Health Shreveport)",452,359,10,0.7495
"South Carolina","Lexington","Psychiatric Hospital","Three Rivers Behavioral Health",122,122,0,0.7494
"Texas","Dallas","Short Term Acute Care Hospital","Baylor Scott & White Medical Center - Sunnyvale (FKA Texas Regional Medical Center at Sunnyvale)",70,70,8,0.7494
"Nebraska","Sarpy","Short Term Acute Care Hospital","Bellevue Medical Center",91,58,8,0.7493
"Arizona","Yuma","Rehabilitation Hospital","Yuma Rehabilitation Hospital",51,41,0,0.749
"Pennsylvania","Allegheny","Short Term Acute Care Hospital","UPMC Presbyterian",1542,1129,160,0.7489
"Florida","Orange","Short Term Acute Care Hospital","Orlando Health Orlando Regional Medical Center",898,808,71,0.7488
"Ohio","Lake","Psychiatric Hospital","Windsor Laurelwood Center for Behavioral Medicine",159,159,0,0.7488
"Michigan","Genesee","Short Term Acute Care Hospital","McLaren Flint",342,305,18,0.7486
"Maryland","Carroll","Short Term Acute Care Hospital","Carroll Hospital",161,153,12,0.7481
"Texas","Tarrant","Short Term Acute Care Hospital","Medical City Arlington (FKA Medical Center of Arlington)",433,336,45,0.7481
"Wisconsin","Brown","Psychiatric Hospital","Brown County Community Treatment Center",16,16,0,0.7481
"Maine","Cumberland","Short Term Acute Care Hospital","Maine Medical Center (AKA MMC - Bramhall)",637,575,32,0.748
"New Hampshire","Grafton","Short Term Acute Care Hospital","Dartmouth-Hitchcock Medical Center",396,401,48,0.748
"Arizona","Pima","Psychiatric Hospital","Sonora Behavioral Health Hospital",140,140,0,0.7475
"Texas","Tarrant","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of the Mid-Cities (FKA HealthSouth Rehabilitation Hospital of the Mid-Cities)",60,60,0,0.7473
"Wisconsin","Milwaukee","Psychiatric Hospital","Aurora Psychiatric Hospital",105,96,0,0.7472
"Wisconsin","Milwaukee","Short Term Acute Care Hospital","Froedtert Hospital",783,663,107,0.7471
"North Carolina","New Hanover","Short Term Acute Care Hospital","New Hanover Regional Medical Center",769,677,29,0.747
"Oklahoma","Oklahoma","Rehabilitation Hospital","Valir Rehabilitation Hospital",50,50,0,0.7469
"Maryland","Montgomery","Short Term Acute Care Hospital","Adventist HealthCare Shady Grove Medical Center",329,185,21,0.7467
"Vermont","Chittenden","Short Term Acute Care Hospital","The University of Vermont Medical Center (FKA Fletcher Allen Health Care Hospital)",562,422,66,0.7467
"Illinois","Cook","Childrens Hospital","Ann & Robert H Lurie Childrens Hospital of Chicago",288,336,40,0.7464
"Arizona","Maricopa","Psychiatric Hospital","Banner Behavioral Health Hospital",156,156,0,0.746
"New Mexico","McKinley","Short Term Acute Care Hospital","RMCHCS Hospital (AKA Rehoboth McKinley Christian Health Care Services)",70,25,5,0.7459
"Tennessee","Shelby","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of North Memphis - Partner of Methodist Healthcare (FKA HealthSouth Rehabilitation Hospital-North)",50,50,0,0.7455
"Texas","Williamson","Short Term Acute Care Hospital","St Davids Round Rock Medical Center",171,157,18,0.7455
"Texas","Bexar","Rehabilitation Hospital","Warm Springs Rehabilitation Hospital of San Antonio",65,65,1,0.7454
"Idaho","Ada","Psychiatric Hospital","Lifeways Hospital Boise (FKA Safe Haven Hospital of Treasure Valley)",16,16,0,0.7448
"Nebraska","Douglas","Short Term Acute Care Hospital","CHI Health Creighton University Medical Center - Bergan Mercy (FKA Alegent Health Bergan Mercy Medical Center)",396,385,52,0.7448
"Wisconsin","Waukesha","Psychiatric Hospital","Rogers Memorial Hospital - Oconomowoc",90,90,0,0.7442
"California","Alameda","Psychiatric Hospital","Heritage Psychiatric Health Facility",26,26,0,0.7441
"North Carolina","Forsyth","Short Term Acute Care Hospital","Wake Forest Baptist Medical Center",885,804,126,0.7441
"Wisconsin","Dane","Short Term Acute Care Hospital","University Hospital",672,586,38,0.7441
"Missouri","Jackson","Short Term Acute Care Hospital","Saint Lukes East Hospital",203,184,16,0.744
"California","Lake","Critical Access Hospital","Sutter Lakeside Hospital",30,25,4,0.7439
"Colorado","El Paso","Psychiatric Hospital","Cedar Springs Hospital",76,86,0,0.7436
"Illinois","Williamson","Short Term Acute Care Hospital","SIH Herrin Hospital",114,85,8,0.7436
"Florida","Pasco","Short Term Acute Care Hospital","Regional Medical Center Bayonet Point",290,290,20,0.7432
"North Carolina","Buncombe","Long Term Acute Care Hospital","Asheville Specialty Hospital",34,34,5,0.7426
"Florida","Brevard","Short Term Acute Care Hospital","Holmes Regional Medical Center",550,514,64,0.7425
"New York","Suffolk","Short Term Acute Care Hospital","Good Samaritan Hospital Medical Center",437,437,44,0.7424
"Florida","Escambia","Short Term Acute Care Hospital","Baptist Hospital",492,266,37,0.7419
"Arizona","Maricopa","Short Term Acute Care Hospital","Banner Desert Medical Center",595,615,51,0.7418
"South Carolina","Charleston","Long Term Acute Care Hospital","Vibra Hospital of Charleston (FKA Kindred Hospital Charleston)",59,59,9,0.7417
"Ohio","Cuyahoga","Short Term Acute Care Hospital","Southwest General Health Center",350,182,40,0.7415
"Indiana","Allen","Short Term Acute Care Hospital","Parkview Regional Medical Center",542,542,124,0.7413
"Texas","Dallas","Short Term Acute Care Hospital","Parkland Health and Hospital System (AKA Parkland Memorial Hospital)",882,777,61,0.7413
"Missouri","St. Louis City","Rehabilitation Hospital","The Rehabilitation Institute of St Louis - Central West End",96,131,0,0.7412
"Tennessee","Williamson","Psychiatric Hospital","Rolling Hills Hospital",85,80,0,0.7412
"California","Kern","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Bakersfield (FKA HealthSouth Bakersfield Rehabilitation Hospital)",86,86,1,0.741
"New Jersey","Middlesex","Short Term Acute Care Hospital","Princeton Medical Center (FKA University Medical Center of Princeton at Plainsboro)",429,206,24,0.741
"South Carolina","Florence","Short Term Acute Care Hospital","McLeod Regional Medical Center",517,461,81,0.741
"Arkansas","Craighead","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Jonesboro (FKA HealthSouth Rehabilitation Hospital of Jonesboro)",80,80,0,0.7409
"Washington","Columbia","Critical Access Hospital","Dayton General Hospital (AKA Columbia County Health System)",62,25,4,0.7408
"Nevada","Clark","Psychiatric Hospital","Spring Mountain Treatment Center",110,110,1,0.7407
"North Carolina","Mecklenburg","Short Term Acute Care Hospital","Atrium Health University City (FKA Carolinas Healthcare System University)",100,100,8,0.7406
"Oklahoma","Oklahoma","Short Term Acute Care Hospital","SSM Health St Anthony Hospital - Oklahoma City",773,436,21,0.7403
"California","San Bernardino","Short Term Acute Care Hospital","St Mary Medical Center",212,213,20,0.7401
"Virginia","Virginia Beach","Short Term Acute Care Hospital","Sentara Virginia Beach General Hospital",273,239,22,0.74
"Hawaii","Maui","Short Term Acute Care Hospital","Maui Memorial Medical Center",219,219,20,0.7397
"Louisiana","St. Tammany","Psychiatric Hospital","Beacon Behavioral Hospital - Northshore (FKA Magnolia Behavioral Healthcare)",22,22,0,0.7397
"Oklahoma","Tulsa","Short Term Acute Care Hospital","Saint Francis Hospital",1088,869,100,0.7397
"Illinois","Cook","Short Term Acute Care Hospital","AMITA Health Resurrection Medical Center Chicago (FKA Presence Resurrection Medical Center)",337,227,41,0.7395
"Texas","Dallas","Short Term Acute Care Hospital","Zale Lipshy Pavilion - William P Clements Jr University Hospital (AKA Zale Lipshy University Hospital)",94,94,20,0.7391
"Louisiana","Ouachita","Long Term Acute Care Hospital","Specialty Hospital",32,32,5,0.739
"Massachusetts","Barnstable","Short Term Acute Care Hospital","Cape Cod Hospital",259,239,11,0.7389
"Texas","Smith","Rehabilitation Hospital","CHRISTUS Trinity Mother Frances Rehabilitation Hospital",94,94,0,0.7389
"South Carolina","Richland","Short Term Acute Care Hospital","Prisma Health Richland Hospital (FKA Palmetto Health Richland)",641,627,46,0.7387
"Arizona","Pima","Rehabilitation Hospital","Encompass Health Rehabilitation Institute of Tucson",80,80,0,0.7386
"Tennessee","Shelby","Short Term Acute Care Hospital","Baptist Memorial Hospital - Memphis",706,642,59,0.7384
"Michigan","Oakland","Short Term Acute Care Hospital","Beaumont Hospital - Royal Oak",1079,1007,138,0.738
"California","Kern","Short Term Acute Care Hospital","Bakersfield Heart Hospital",47,47,11,0.7379
"Oklahoma","Oklahoma","Short Term Acute Care Hospital","University of Oklahoma Medical Center (AKA OU Medical Center)",804,732,114,0.7378
"South Carolina","Richland","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Columbia",96,96,0,0.7378
"Texas","Dallas","Psychiatric Hospital","Hickory Trail Hospital",86,86,0,0.7376
"Pennsylvania","Montour","Short Term Acute Care Hospital","Geisinger Medical Center",559,524,68,0.7374
"Ohio","Trumbull","Psychiatric Hospital","Generations Behavioral Health - Youngstown",76,76,0,0.7371
"Texas","Ector","Long Term Acute Care Hospital","ContinueCARE Hospital at Medical Center",25,25,4,0.7371
"Ohio","Cuyahoga","Short Term Acute Care Hospital","University Hospitals Cleveland Medical Center (FKA University Hospitals Case Medical Center)",611,611,69,0.737
"Texas","Collin","Short Term Acute Care Hospital","Baylor Scott & White Medical Center - Plano",160,118,16,0.737
"Georgia","DeKalb","Rehabilitation Hospital","Emory Rehabilitation Hospital",56,56,0,0.7367
"Wisconsin","Kenosha","Short Term Acute Care Hospital","Aurora Medical Center in Kenosha",74,74,12,0.7367
"Illinois","Champaign","Short Term Acute Care Hospital","Carle Foundation Hospital",393,411,26,0.7365
"New York","Dutchess","Short Term Acute Care Hospital","Vassar Brothers Medical Center",365,365,20,0.7365
"Nevada","Clark","Psychiatric Hospital","Spring Mountain Sahara",30,30,1,0.7362
"Pennsylvania","Allegheny","Short Term Acute Care Hospital","West Penn Hospital",338,260,48,0.7361
"California","Los Angeles","Short Term Acute Care Hospital","St Francis Medical Center",384,384,36,0.736
"Georgia","Pickens","Short Term Acute Care Hospital","Piedmont Mountainside Hospital",52,52,6,0.7359
"Texas","Dallas","Short Term Acute Care Hospital","Baylor University Medical Center - Dallas",914,824,128,0.7358
"Kentucky","Boone","Short Term Acute Care Hospital","St Elizabeth Florence",231,129,18,0.7357
"Missouri","Jackson","Short Term Acute Care Hospital","Research Medical Center",504,374,28,0.7356
"New Jersey","Camden","Short Term Acute Care Hospital","Cooper University Hospital (AKA Cooper University Health Care)",635,575,30,0.7356
"Oklahoma","Oklahoma","Short Term Acute Care Hospital","INTEGRIS Baptist Medical Center",895,684,57,0.7355
"Louisiana","Jefferson","Long Term Acute Care Hospital","BridgePoint Continuing Care Hospital (FKA Kindred Hospital West Jefferson Hospital - Marrero)",44,44,7,0.7353
"New Jersey","Essex","Short Term Acute Care Hospital","Saint Barnabas Medical Center",585,557,46,0.7353
"New Jersey","Cumberland","Short Term Acute Care Hospital","Inspira Medical Center Vineland (FKA South Jersey Healthcare Regional Medical Center)",335,280,24,0.7352
"Pennsylvania","Cumberland","Long Term Acute Care Hospital","Select Specialty Hospital - Camp Hill",31,92,12,0.735
"New York","Westchester","Short Term Acute Care Hospital","Westchester Medical Center",652,383,76,0.7346
"Alabama","Etowah","Short Term Acute Care Hospital","Gadsden Regional Medical Center",346,222,40,0.7344
"Georgia","Paulding","Short Term Acute Care Hospital","WellStar Paulding Hospital",112,112,8,0.7344
"Georgia","Chatham","Long Term Acute Care Hospital","Select Specialty Hospital - Savannah",40,40,6,0.7342
"Virginia","Newport News","Short Term Acute Care Hospital","Riverside Regional Medical Center",576,410,24,0.7342
"Indiana","Warrick","Psychiatric Hospital","Brentwood Springs (FKA Brentwood Meadows)",48,48,0,0.734
"Louisiana","Orleans","Psychiatric Hospital","Beacon Behavioral Hospital - New Orleans (FKA Psychiatric Pavillion of New Orleans)",34,34,0,0.734
"Alabama","Tuscaloosa","Psychiatric Hospital","Mary Starke Harper Geriatric Psychiatry Center",96,126,0,0.7339
"Pennsylvania","Schuylkill","Short Term Acute Care Hospital","Geisinger St Lukes Hospital",32,32,32,0.7331
"Texas","Williamson","Rehabilitation Hospital","Encompass Health Rehabilitation Hospital of Round Rock (FKA HealthSouth Rehabilitation Hospital of Round Rock)",75,75,0,0.7331
"Massachusetts","Worcester","Rehabilitation Hospital","Fairlawn Rehabilitation Hospital",110,110,1,0.7329
"Louisiana","East Baton Rouge","Psychiatric Hospital","Baton Rouge Behavioral Hospital (FKA Focus Behavioral Hospital)",47,47,0,0.7328
"Iowa","Johnson","Short Term Acute Care Hospital","University of Iowa Hospitals & Clinics",1103,717,53,0.7325
"Ohio","Cuyahoga","Short Term Acute Care Hospital","South Pointe Hospital",344,131,25,0.7324
"Texas","Smith","Short Term Acute Care Hospital","UT Health Tyler (FKA East Texas Medical Center - Tyler)",424,425,59,0.7323
